Zipcode,Lat,Long
396521,20.752,73.0759
396427,20.9565,72.9874
396310,20.7814,72.9106
396580,20.7214,73.3473
396540,20.7205,73.1645
396325,20.7524,73.0228
396475,21.0142,72.9874
396433,20.9024,73.0228
396415,21.0145,72.9342
396439,20.9081,72.825
396590,20.8473,73.3355
396436,20.992,72.8279
396110,20.7277,72.8929
396321,20.7587,73.1999
396440,20.928,72.822
396560,20.8307,73.1704
396412,20.9486,72.7984
396472,20.853,72.9342
396570,20.8162,73.2264
396530,20.8236,73.0996
396450,20.9173,72.887
396460,20.7996,72.8634
396466,20.9187,73.07
396380,20.791,73.0051
396430,20.8419,73.0523
396350,20.8809,72.9815
396418,20.9959,73.0346
396421,20.9456,72.8811
396445,20.9453,72.9342
396424,20.9519,72.9564
396370,20.8271,72.9638
389130,22.8148,73.9125
389152,22.7428,74.2297
389341,22.6101,73.7242
389190,23.1073,74.0535
389140,22.8293,74.0535
389175,23.0049,73.9595
388270,23.1045,73.4769
389115,22.944,73.8184
389382,22.6534,74.1475
389154,22.8161,74.3822
389310,22.6677,73.5005
389180,22.9411,74.2414
389380,22.6966,73.8889
389240,23.3556,73.7713
389210,22.9548,73.7007
389110,23.0828,73.8184
389350,22.4546,73.4534
389232,23.379,73.6654
389260,23.1853,73.9125
389170,23.1217,74.1945
389120,22.8465,73.7713
389365,22.5126,73.6772
389230,23.248,73.6301
389370,22.364,73.583
389172,23.2414,74.0065
389320,22.673,73.4416
389340,22.6879,73.583
389360,22.5029,73.583
389160,22.8384,74.2003
389155,22.6722,74.3353
389330,22.5857,73.4357
389250,23.3089,73.8772
389151,22.8147,74.2531
388713,22.8296,73.5005
389220,23.0068,73.5359
389146,22.9219,74.0535
389390,22.3171,73.6889
389001,22.7751,73.6418
388710,22.8452,73.4298
389265,23.2217,73.8184
389235,23.1733,73.6889
395008,21.2088,72.8332
395007,21.1598,72.7959
395009,21.1928,72.7998
394516,21.1654,72.6909
395017,21.1558,72.8087
394430,21.4513,73.2529
395005,21.2589,72.7334
394107,21.2407,72.8512
394110,21.3954,73.1586
394410,21.4701,73.0996
394405,21.4628,73.0287
394540,21.3972,72.7334
395001,21.1807,72.8185
394130,21.3302,72.8634
394440,21.4657,73.3944
394210,21.1666,72.8473
395003,21.2075,72.835
394530,21.3795,72.6742
394125,21.5041,72.9815
394510,21.1925,72.6506
394517,21.163,72.6713
395023,21.1268,72.855
394421,21.4455,73.1409
394550,21.0817,72.7279
394445,21.4385,73.583
395010,21.1946,72.8692
394230,21.0768,72.8475
395004,21.23,72.8209
395012,21.175,72.8663
394270,21.117,72.6447
394235,21.0646,72.9165
394120,21.4554,72.9579
395002,21.184,72.847
394111,21.4151,72.9313
394520,21.2766,72.7925
394515,21.1949,72.7008
394101,21.2418,72.881
394518,21.1456,72.7594
394221,21.1347,72.8397
395011,21.1751,72.8767
394105,21.2634,72.887
395006,21.2173,72.8665
391250,21.9981,73.2883
391121,21.9907,73.6654
390019,22.3128,73.2588
391145,22.1199,73.5712
391150,22.0545,73.7242
391135,22.2493,73.8184
390022,22.4091,73.2412
391170,22.0829,74.0065
391175,21.9845,74.0653
391165,22.4121,74.0535
391115,21.9592,73.3591
391120,21.9938,73.583
391110,22.1181,73.4416
391107,22.1545,73.3473
391160,22.4059,73.8772
391168,22.2428,73.983
391140,22.1471,73.7242
391125,22.2356,73.5712
390001,22.2977,73.2038
391105,22.0128,73.4298
391152,21.9809,73.9125
391130,22.1503,73.6418
391156,22.3439,73.8948
390009,22.2583,73.2073
390004,22.2763,73.2213
390014,22.2295,73.2087
390006,22.3114,73.2207
391155,22.4298,73.7713
390018,22.3213,73.2028
390013,22.2379,73.1792
390011,22.2698,73.1842
390010,22.2553,73.1882
390025,22.2846,73.2382
390017,22.2937,73.2146
391421,22.1198,72.9106
391510,22.4319,73.3473
391740,22.3733,73.1763
390020,22.3008,73.1733
390007,22.3015,73.1527
391760,22.2932,73.3473
391445,22.2017,73.0287
391101,22.3183,73.0937
391761,22.2617,73.4887
391240,22.0835,73.1114
391330,22.3453,73.0759
391775,22.4784,73.2412
391745,22.4453,73.1468
391244,21.9832,73.1468
390012,22.2784,73.1527
391310,22.3568,73.1291
391243,22.1809,73.1586
391780,22.4915,73.1468
391410,22.2644,73.1291
391440,22.2479,73.0287
390003,22.3272,73.163
391530,22.6502,73.3355
390024,22.3366,73.1789
391210,22.0905,73.2883
391430,22.1274,72.9815
391450,22.207,72.9165
391774,22.7145,73.2883
391346,22.3735,73.0966
391340,22.4223,73.0937
390008,22.3216,73.1925
391750,22.3895,73.1379
390002,22.3386,73.1895
391520,22.5656,73.3001
391770,22.5658,73.194
390016,22.3356,73.15
391320,22.3676,73.1497
391220,22.06,73.2176
392310,21.9603,73.0937
391350,22.4107,73.1202
391345,22.3889,73.1055
390023,22.3163,73.1556
390021,22.3189,73.1394
396105,20.2717,72.887
396051,20.5734,73.2529
396145,20.4171,72.9579
396191,20.3701,73.0641
396230,20.1487,73.1586
396126,20.369,73.1704
396125,20.491,73.0051
396155,20.313,72.8397
396055,20.5546,73.0641
396235,20.2327,72.9579
396065,20.3264,73.3237
396050,20.4857,73.3001
396007,20.5813,72.9283
396045,20.6295,73.0051
396020,20.5507,72.9106
396185,20.4406,72.9047
396030,20.666,72.9106
396385,20.707,72.9165
396165,20.1649,72.7984
396210,20.4346,72.8456
396240,20.1912,73.0051
396215,20.4036,72.8811
396193,20.3272,72.9815
396170,20.1844,72.7629
396035,20.6732,72.9815
396375,20.7003,72.9638
396130,20.2622,72.7925
396220,20.3874,72.8338
396140,20.3103,72.7836
396120,20.2213,72.7866
396115,20.4843,72.8811
396135,20.2535,72.7629
396150,20.2018,72.822
396180,20.4581,72.8781
396171,20.1446,72.7688
396002,20.5915,72.9431
396001,20.6159,72.9283
133205,30.1876,76.9989
134203,30.4609,77.1255
135133,30.0118,77.1715
133202,30.2445,77.114
135101,30.1581,77.3899
134003,30.283,76.7106
133001,30.3776,76.8606
134105,30.7482,76.9135
135002,30.1027,77.1715
133206,30.3468,77.1923
133301,30.8273,76.8375
133005,30.3661,76.8865
135021,30.3113,77.4472
134007,30.3994,76.7971
135103,30.2489,77.3899
135003,30.1946,77.298
133201,30.2223,77.0622
134118,30.543,76.9297
135102,30.341,77.3096
134102,30.7511,76.9758
134202,30.4517,77.0334
133103,30.1935,77.1715
134201,30.4424,76.9413
135001,30.1015,77.275
134205,30.6373,77.0795
135106,30.3655,77.539
133101,30.2737,76.9528
134104,30.808,76.924
134107,30.7417,76.8836
133102,30.2463,76.9067
134109,30.704,76.9009
133203,30.2517,77.0161
134108,30.6924,76.8562
134204,30.575,77.0219
134101,30.7943,76.9009
133204,30.4248,77.2175
134103,30.6584,76.9528
133006,30.337,76.9067
134113,30.6786,76.8461
134005,30.3562,76.7964
135004,30.1474,77.3382
133302,30.857,76.9067
133104,30.3236,76.9989
133207,30.2552,77.0507
134114,30.7193,76.8577
134112,30.6753,76.8692
134117,30.6666,76.8534
134116,30.6475,76.9009
127307,28.6513,76.3406
127309,28.6953,76.2131
127308,28.5213,75.9695
127030,28.6128,75.9695
127026,28.5918,76.0972
127025,28.7554,76.3522
127310,28.4443,76.1088
127031,28.8607,76.1552
127111,28.7674,76.0276
127032,28.9423,76.0624
127114,28.8673,76.329
127201,28.5017,75.7837
127045,28.9508,75.6092
127028,28.6695,75.6441
127041,28.9874,76.1668
127043,28.7708,75.7371
127021,28.7693,76.1552
127035,28.9732,75.9231
127046,28.8673,75.5742
127029,28.6944,75.8766
127022,28.5045,76.2479
127027,28.8601,76.2595
127040,28.877,75.8766
127306,28.5912,76.2016
127042,28.7254,76.2827
121106,27.9237,77.3554
121101,28.3799,77.4358
121004,28.2919,77.3554
121105,28.0241,77.321
121107,27.9825,77.4931
121002,28.4194,77.3669
121007,28.389,77.3181
121001,28.39,77.298
121008,28.4349,77.3181
121006,28.3734,77.3353
121014,28.4052,77.3421
121010,28.4667,77.2894
121013,28.4868,77.3352
121012,28.4207,77.2893
121015,28.4843,77.0742
121009,28.487,77.2922
122104,27.7465,76.9413
123102,28.1851,76.3753
122005,28.4362,77.0305
123023,27.8893,76.0624
123106,28.176,76.7452
122107,28.0775,77.0334
123029,28.4098,76.1745
122001,28.4555,77.0219
123501,28.0579,76.5951
123035,28.3712,76.6297
123001,28.0318,76.1088
123401,28.2622,76.5719
123021,28.1378,76.2479
122508,27.8604,77.1715
123412,28.0883,76.4968
122101,28.3637,77.0219
123027,28.4076,76.2178
123028,28.2153,76.1088
123411,28.2942,76.4332
123103,28.2127,76.4216
123024,28.3841,75.9695
122006,28.4814,76.9931
123101,28.1991,76.5141
122503,28.3309,76.8029
123034,28.2754,76.2479
123303,28.412,76.3522
122108,27.9395,77.0334
123302,28.3985,76.4447
122505,28.4317,76.8952
122103,28.1739,77.0795
122102,28.3118,77.0795
122413,28.3043,76.8836
122017,28.5077,77.0277
122502,28.2714,76.6644
122008,28.493,77.0724
122010,28.4859,77.1058
122002,28.4747,77.1049
122506,28.433,76.7914
122009,28.4642,77.0823
122504,28.3849,76.7683
122003,28.4421,77.0652
122011,28.4259,77.0976
122018,28.4181,77.0507
123301,28.3643,76.5604
122052,28.3703,76.9124
122414,28.2701,76.7683
123110,28.2296,76.7942
122016,28.5079,77.0752
122007,28.4719,77.0579
122051,28.3484,76.924
122004,28.4051,76.9758
122015,28.4964,77.0593
125104,29.8811,74.7103
125047,29.358,75.6906
125051,29.6754,75.4811
125050,29.4836,75.3879
125055,29.4306,74.9209
125106,29.681,75.7371
125078,29.6985,75.0845
125120,29.6508,75.8766
125102,29.3979,74.64
125033,29.0644,75.9231
125004,29.1406,75.679
125101,29.7812,74.5346
125052,29.2921,75.5044
125007,29.1235,75.7052
125042,29.0937,76.2016
125121,29.3629,75.9463
125048,29.4336,75.551
125005,29.1254,75.7488
125054,29.5659,75.2129
125075,29.5591,74.6635
125060,29.568,75.1312
125111,29.5397,75.6906
125112,29.4136,75.7837
125053,29.3622,75.3179
125103,29.7709,74.7337
125044,29.0671,75.8418
125039,29.3119,76.1088
125038,29.1849,76.2016
125113,29.5145,75.8766
125011,29.2316,75.6659
125077,29.6824,74.9443
125110,29.3412,75.1312
125201,29.8289,75.0378
125006,29.1102,75.8185
125049,29.206,75.9695
125058,29.4578,75.2596
125076,29.6263,74.8507
125001,29.0495,75.5742
125133,29.7768,75.7837
125037,28.9531,75.8418
132046,29.5107,76.7106
132024,29.743,76.7567
132113,29.4289,76.8029
132107,29.2977,76.7452
126102,29.2857,76.2943
132157,29.8386,76.8029
126111,29.4823,76.4332
126116,29.6757,76.1088
126112,29.4102,76.6182
132114,29.5384,76.9873
132039,29.5217,76.5951
132117,29.898,76.9413
126113,29.3096,76.5257
132105,29.3799,76.8836
132122,29.2469,77.0967
132104,29.332,77.091
132140,29.4916,76.8606
126152,29.5295,76.016
126125,29.4625,76.3522
132037,29.617,76.9758
132040,29.5554,76.8144
126110,29.4038,76.4447
132036,29.6158,76.849
132023,29.765,77.091
126115,29.4582,76.2016
126114,29.2042,76.3869
132101,29.2647,76.9873
132116,29.7616,76.9413
132102,29.207,77.0392
132054,29.8856,77.16
132041,29.8663,77.0795
132106,29.3845,76.9297
126101,29.1177,76.4332
132001,29.6387,77.0795
132108,29.3252,77.0219
132145,29.3115,76.8836
132115,29.1972,77.114
132022,29.699,77.114
132103,29.4107,77.0795
136035,29.9627,76.2479
136021,29.8347,76.6528
136130,30.1189,76.7683
136136,30.1893,76.7914
136038,29.924,76.8606
136034,30.0632,76.3406
136156,30.0843,76.9873
136117,29.6498,76.2943
136119,29.9655,76.7106
136043,29.6739,76.5257
136132,29.9981,77.0334
136128,30.0014,76.6182
136026,29.7289,76.6182
136030,29.9465,76.5257
136044,29.5781,76.4794
136131,29.9889,76.9413
136118,30.0125,76.8375
136135,30.1204,76.8952
136129,30.1071,76.6528
136020,29.8754,76.6066
136042,29.8025,76.5604
136033,29.9272,76.3406
124106,28.5818,76.4447
124108,28.4549,76.6644
124111,28.976,76.3869
124146,28.4925,76.4679
124411,28.8358,76.4679
124406,28.8911,76.7914
124505,28.7526,76.8952
124021,28.867,76.6644
124501,28.7847,76.7567
124105,28.527,76.8144
124201,28.7079,76.5604
124507,28.6565,76.849
124022,28.8767,76.4216
124142,28.4733,76.3348
124514,29.0358,76.5257
124104,28.597,76.7106
124010,28.8459,76.5402
124401,28.93,76.7221
124107,28.7629,76.6528
124303,29.0121,76.6297
124112,29.0121,76.2943
124109,28.441,76.5257
124102,28.6714,76.6528
124001,28.9034,76.5719
124504,28.6949,76.7163
124412,28.7718,76.5141
124103,28.5878,76.6182
124202,28.7064,76.4332
124404,28.8311,76.8202
124113,28.8058,76.3985
124506,28.7103,76.8144
124513,29.0142,76.3695
124141,28.4883,76.3695
131101,29.1425,77.0219
131301,29.1002,76.7106
131103,28.868,77.0219
131409,29.0134,76.7567
131027,29.06,77.114
131023,28.9043,77.16
131001,28.9905,76.9873
131403,28.9299,76.9528
131021,28.9582,77.1255
131102,29.1106,76.9297
131304,29.1272,76.5257
131402,28.8899,76.8952
131039,29.0784,77.068
131022,28.9711,76.9067
131302,29.2129,76.5835
131024,29.0832,76.8836
131306,29.211,76.7914
131408,28.962,76.8144
131305,29.1448,76.8144
131028,28.8677,77.1482
131029,28.8976,77.091
176316,32.8953,76.2247
176312,32.6069,76.1204
176313,32.4633,76.0276
176314,32.5795,76.074
176324,32.3245,76.4794
176303,32.5611,75.9115
176325,32.608,75.9347
176311,32.4324,76.2479
176301,32.4946,75.9115
176321,32.7873,76.2479
176302,32.4065,76.016
176306,32.5938,76.0044
176318,32.6151,76.2943
176308,32.6355,75.9812
176320,32.7612,76.016
176315,32.4926,76.5951
176207,32.3281,76.1088
176323,32.9753,76.5488
176310,32.496,76.1204
176309,32.3444,76.6644
176319,32.6935,76.2016
176305,32.5313,75.9666
176304,32.5494,76.0044
176317,32.7297,76.0798
176036,31.8064,76.329
176054,31.9627,76.329
177034,31.7343,76.2827
176031,31.8957,76.329
176027,32.0263,76.0972
176501,31.8993,75.9579
176209,32.1546,76.3
176208,32.1778,76.2074
176047,32.1202,76.3927
176037,32.0271,76.3058
176029,31.9774,76.2595
176028,31.9646,76.1436
177114,31.9661,76.2074
177104,31.8607,76.2131
176051,32.2059,75.9115
176502,31.9465,75.9812
176055,31.9703,76.3985
176025,32.0402,75.9231
176022,32.1391,75.9115
177117,31.8683,76.2827
176214,32.1309,76.2363
177112,31.8676,76.074
177105,31.9223,76.1146
177111,31.8848,76.0276
176023,32.1077,76.0276
176021,32.1964,75.9754
177043,31.7764,76.2595
176026,32.0786,76.1668
176033,32.0005,76.1407
176001,32.1137,76.2827
177113,31.8927,76.1494
176056,32.0793,76.3753
177106,31.932,76.0508
176038,32.0691,76.2827
177101,31.9053,76.2131
176030,31.9256,76.3985
176053,32.1659,76.3522
177108,31.8136,76.2421
177107,31.8085,76.1958
176058,32.1959,76.5257
176082,31.8649,76.5084
176103,32.0497,76.5662
176217,32.2225,76.2595
176102,32.0584,76.543
176059,32.1376,76.4505
176094,31.9431,76.5604
176083,32.0423,76.4968
176204,32.2238,75.8257
176062,32.0931,76.5546
176202,32.2997,75.9057
176107,31.9244,76.439
176081,32.082,76.6066
176201,32.2618,75.7888
176225,32.2267,76.0972
176125,32.3045,76.9182
176205,32.2608,76.0044
176086,32.0347,76.3753
176073,31.9071,76.4852
176098,32.1905,76.0218
176403,32.2362,75.6906
176064,32.0707,76.4505
176084,31.9691,76.439
176061,32.1191,76.5373
176097,31.8997,76.5199
176101,32.0025,76.439
176219,32.2746,76.329
176206,32.1553,76.1552
176401,32.1082,75.7371
176210,32.1154,76.0972
176076,31.9927,76.6066
176088,31.9306,76.6528
176402,32.182,75.7023
176087,32.0225,76.5199
176071,31.979,76.6355
176077,32.0459,76.7394
176092,31.9667,76.5199
176128,31.9827,76.6701
176203,32.3574,75.9492
176052,32.166,76.4042
176216,32.1805,76.2827
176060,32.0892,76.4158
176057,32.2377,76.3985
176215,32.2141,76.3348
176096,31.9034,76.5546
176075,31.8612,76.4737
176085,32.0621,76.4737
176211,32.3463,75.8766
176115,31.8611,76.4216
176091,31.8797,76.647
176095,31.9195,76.6008
176213,32.1692,76.2305
176218,32.2991,76.2479
176093,31.9518,76.4852
176089,31.8959,76.6673
176063,32.0373,76.6066
176041,31.6126,76.5546
177501,31.6499,76.5893
174021,31.4702,76.7452
177024,31.6447,76.699
177020,31.6291,76.4586
174024,31.383,76.7163
177601,31.6871,76.6759
174029,31.4156,76.6528
176048,31.6173,76.7048
177040,31.7058,76.5893
177029,31.681,76.5662
177021,31.7244,76.6586
177026,31.6145,76.4313
177118,31.7046,76.4216
174309,31.4956,76.5084
177028,31.8338,76.5835
177048,31.7146,76.4621
174031,31.3633,76.6355
176040,31.5404,76.5604
174003,31.4278,76.7683
174305,31.5081,76.4679
174001,31.3355,76.7452
177022,31.7916,76.6066
174304,31.5361,76.4939
177044,31.7829,76.3956
176049,31.5453,76.6066
177023,31.7307,76.6124
177001,31.6673,76.491
174013,31.3638,76.8548
174027,31.3286,76.4679
176042,31.5814,76.5777
177301,31.7033,76.3579
174002,31.3336,76.5141
174312,31.5554,76.439
177042,31.7406,76.3927
174012,31.3939,76.8202
177041,31.6549,76.3753
174015,31.2385,76.6239
177033,31.7617,76.329
174201,31.4184,76.4679
176108,31.8146,76.4823
174035,31.3833,76.6124
174004,31.3879,76.7625
174028,31.5775,76.699
177038,31.7332,76.5315
176045,31.6224,76.647
174026,31.494,76.7048
177119,31.7817,76.4621
176110,31.8041,76.5141
177007,31.7618,76.4852
176039,31.4407,76.5719
176111,31.7867,76.5604
174505,31.6313,76.5199
174023,31.5054,76.6528
174032,31.2528,76.8144
174034,31.3732,76.6759
174030,31.4233,76.5141
174017,31.3009,76.6297
177401,31.6262,76.5777
177025,31.6822,76.6297
174405,31.5979,76.4581
177005,31.7096,76.5199
174036,31.4094,76.8346
174011,31.2408,76.699
174310,31.2936,76.5604
176109,31.8785,76.5835
176043,31.5857,76.6442
174033,31.3026,76.8606
177027,31.7108,76.5575
174311,31.5765,76.5315
176044,31.6025,76.6701
177006,31.6288,76.3927
177045,31.7668,76.4274
174005,31.293,76.7683
175032,32.005,76.7221
175101,31.9615,77.1082
175001,31.6963,76.924
175009,31.3061,77.114
175123,31.6946,77.5161
175104,32.2781,77.3095
175121,31.7768,77.2175
175138,31.996,77.1715
175034,31.5199,76.7914
175035,31.6276,77.183
175027,31.5367,76.9528
175103,32.3432,77.183
175033,31.5648,76.7914
175134,31.9727,77.6078
175125,31.9112,77.2175
175011,31.3774,77.2635
175038,31.3943,76.9873
175012,31.8875,76.9873
175015,32.0024,76.8029
175016,31.9181,76.7452
175106,31.657,77.252
175010,31.3282,77.1658
175052,31.7089,76.8836
175008,31.5906,76.8779
175124,31.6636,76.9873
175128,32.0312,77.0795
175029,31.6159,77.068
175129,32.0835,77.0449
175013,32.0121,76.8952
175024,31.672,76.7452
175030,31.4488,76.8087
175040,31.7888,76.7914
175105,32.0347,77.3324
175021,31.629,76.924
175036,31.5696,76.8375
175042,31.7069,76.7048
175005,31.7904,77.0219
175017,31.3972,76.9067
175006,31.6064,76.9758
175049,31.7016,76.8144
175102,31.9494,77.0449
175004,31.7179,77.0795
175003,31.7761,76.8836
175002,31.7335,76.9585
175047,31.5123,77.2635
175050,31.8213,76.6759
175131,32.3038,77.1255
175031,31.4788,77.0449
175028,31.5462,77.0449
175018,31.4746,76.8952
175048,31.5378,77.183
175142,32.8675,76.7798
176090,31.8846,76.6932
175037,31.7281,76.6932
175025,31.7591,76.7221
175014,31.8731,76.849
175141,31.8703,77.3669
175132,32.7479,77.3324
175023,31.612,76.8144
175026,31.7741,76.6528
175140,32.5395,77.4702
175007,31.5661,76.751
175136,32.1841,77.2635
175039,31.5347,77.0967
175143,32.1652,77.0795
175139,32.769,76.8952
175133,32.6406,76.9413
175019,31.5381,76.9124
175046,31.4084,77.1255
175126,31.8847,77.068
175130,32.0901,77.2175
175051,31.8635,76.7048
172116,31.573,78.3615
172026,31.4811,77.4013
172002,31.524,77.6078
172109,31.438,78.6115
172022,31.3821,77.7681
172001,31.3992,77.5963
172027,31.3315,77.3669
172107,31.483,78.3615
172115,31.6608,77.8596
172031,31.2799,77.5275
172106,31.3109,78.4525
172118,31.5926,78.088
172024,31.3288,77.3956
172030,31.3379,77.4874
172034,31.5339,77.8253
172105,31.4661,78.1792
172104,31.494,77.9967
172111,31.7696,78.5434
172101,31.607,77.7681
172032,31.5026,77.5046
172025,31.3834,77.4358
172021,31.3069,77.5734
172028,31.3334,77.5562
172114,32.4152,78.0195
172102,31.4889,77.8253
172108,31.675,78.2476
172033,31.3677,77.5046
172201,31.4778,77.7109
172023,31.4149,77.5275
172110,31.7979,78.3615
172112,31.8881,78.6115
172029,31.2934,77.4358
171003,31.1369,77.1658
171004,31.0876,77.1514
171219,31.041,77.1082
171206,31.0665,77.7681
171223,31.2319,77.6708
171207,31.2018,77.7681
171011,31.0988,77.068
171220,31.1559,77.4128
171202,31.1018,77.5505
171225,31.2247,77.539
171226,30.9902,77.4472
171007,31.1602,77.229
171211,30.9044,77.4931
171201,31.1086,77.3899
171018,31.2254,77.206
171213,31.2262,77.4401
171217,30.8331,77.5734
171212,31.1989,77.4054
171210,30.9018,77.6994
171216,31.1284,77.8253
171001,31.1012,77.1744
171301,31.2223,77.1198
171005,31.1222,77.1313
171103,31.1788,77.0795
171209,31.0567,77.321
171012,31.0723,77.252
171222,31.1565,77.3612
171208,31.2891,77.9739
171205,31.113,77.6651
171204,31.1672,77.5275
171214,31.3109,77.8482
171203,31.191,77.6267
171019,31.2516,77.3554
171221,31.2815,78.1336
171002,31.0831,77.1629
171218,31.007,77.275
171008,31.1066,77.1169
171006,31.0953,77.2003
171009,31.0406,77.16
171215,31.3345,77.453
171224,31.3225,77.7338
171010,31.0658,77.1313
173023,30.7235,77.4931
173234,30.9935,77.0852
173208,31.1321,76.9528
173206,31.0017,76.9989
173205,30.9703,76.8029
173218,31.08,76.8836
173233,30.9697,76.9067
173024,30.7822,77.1715
173001,30.5946,77.3324
174102,31.1006,76.7567
173029,30.601,77.6307
173221,31.0262,77.0737
173027,30.7413,77.6765
173025,30.5191,77.7223
173211,30.9111,77.0507
174103,30.8973,76.8606
173101,30.8863,77.3095
174101,31.046,76.6644
173213,30.9434,77.091
171102,31.2399,76.9067
173207,31.0895,76.9758
173235,31.1721,76.9585
173022,30.633,77.4931
173229,30.8181,77.0795
173104,30.805,77.4013
173030,30.5482,77.206
173217,30.9674,77.2175
173210,30.871,77.0449
173212,30.9056,77.1082
173209,30.8963,77.0161
173223,30.8826,77.16
173201,30.9424,76.8606
173225,31.0349,76.8836
173215,30.9869,77.1313
173204,30.9293,76.9528
173021,30.462,77.4817
173026,30.6098,77.2003
173222,31.0427,77.0421
173220,30.864,76.9758
173230,31.2195,76.9816
173214,30.9204,77.1428
173202,30.9021,76.9902
174301,31.3536,76.2827
177203,31.6642,76.103
174314,31.6049,76.1987
177204,31.7981,76.0508
177205,31.6802,76.045
174307,31.6076,76.3522
177109,31.8181,76.0798
174306,31.4483,76.329
177209,31.453,76.1668
177201,31.6417,76.0508
174302,31.5477,76.2131
174303,31.4881,76.2827
174321,31.5404,76.3522
177220,31.4133,76.2131
177213,31.7337,76.074
177110,31.8281,76.1204
174315,31.396,76.3116
174316,31.5725,76.1842
177039,31.584,76.3927
174308,31.5405,76.4042
177210,31.7538,76.1552
177031,31.4558,76.3985
177211,31.6545,76.1668
177212,31.6999,76.0218
177207,31.5202,76.1668
177219,31.5975,76.2595
174503,31.3709,76.1842
177206,31.7558,76.0218
177202,31.7051,76.0682
174320,31.6672,76.2827
193503,34.5782,74.9209
193502,34.3931,74.8273
193224,34.5553,74.077
193501,34.2953,74.5698
193121,34.1651,74.5698
193504,34.2792,74.6986
193303,34.3361,74.3001
193301,34.2588,74.2884
193123,34.0915,74.0065
193101,34.1782,74.3353
193302,34.3485,74.2708
193222,34.6788,74.3587
193122,34.1535,74.1475
193201,34.3545,74.4408
193225,34.4253,73.9125
193223,34.5183,74.4526
193103,34.2214,74.4174
193221,34.3949,74.171
181141,32.5024,74.9443
181131,32.5141,74.7688
181121,32.7514,74.8361
181102,32.6408,74.722
184151,32.3493,75.4228
180017,32.729,74.991
180002,32.7358,74.8215
181201,32.9588,74.7103
184144,32.5529,75.3645
184205,32.6262,75.3296
184148,32.4145,75.3179
184204,32.6742,75.6441
181224,32.8382,75.0728
181202,32.8656,74.5815
180001,32.7384,74.8653
181132,32.6139,74.8624
184206,32.7648,75.8534
184202,32.5706,75.6092
184201,32.577,75.7604
181123,32.8067,74.8156
181122,32.8824,74.8039
181204,32.8919,74.4408
181133,32.6225,74.9326
184121,32.6135,75.1312
184143,32.4754,75.4578
184203,32.6579,75.5044
184152,32.443,75.6557
181206,32.7386,74.7103
181152,32.7156,74.9267
181101,32.6303,74.8156
181124,32.7554,74.8244
181203,32.9388,74.4643
184120,32.562,74.9793
184104,32.4419,75.551
180015,32.6924,74.8946
184145,32.4546,75.1896
180011,32.6888,74.9326
185154,32.9851,74.5698
181111,32.5803,74.7688
184102,32.3381,75.516
180004,32.6974,74.8683
180010,32.6634,74.8829
184142,32.4879,75.2829
184141,32.5363,75.2246
181207,32.8025,74.6049
181143,32.6339,75.0261
180003,32.6907,74.7688
181221,32.8499,74.8975
180007,32.7636,74.8683
180005,32.7473,74.8478
184101,32.3793,75.5131
181145,32.6758,74.9618
180016,32.726,74.8536
180012,32.7032,74.8814
181205,32.7658,74.8185
180006,32.7178,74.877
180013,32.7842,74.8566
180019,32.7579,74.8887
180020,32.6792,74.877
180018,32.7466,74.8083
185151,33.2942,74.2414
185202,33.1809,74.3822
185102,33.7366,74.4526
185211,33.6002,74.2414
185212,33.5499,74.3587
185234,33.3922,74.3441
185132,33.4557,74.476
185121,33.6874,74.2414
185233,33.3101,74.7103
185152,33.2865,74.5229
185153,33.0612,74.476
185131,33.3817,74.2414
185156,33.0617,74.3939
185155,33.0811,74.2884
185201,33.1595,74.7337
185135,33.4809,74.4174
191112,33.7853,74.6635
190003,34.0953,74.8332
192201,33.7448,75.3062
192305,33.8264,74.991
192302,33.7594,74.8039
192202,33.5906,75.3879
192233,33.5963,74.8975
192231,33.6574,75.0378
191202,34.3298,75.0144
192125,33.834,75.4112
192122,33.9506,75.0261
192101,33.7002,75.1195
190011,34.1235,74.7981
191111,34.0091,74.7103
192123,33.9803,75.1779
193401,34.0782,74.5698
192124,33.8313,75.1195
192129,33.7753,75.2421
193411,33.9417,74.5229
192232,33.7448,75.0378
193402,34.0507,74.4408
190020,34.1498,74.8127
190001,34.0827,74.8624
190019,34.0068,74.8215
191101,34.0497,74.9033
192301,33.8925,74.9092
190017,34.1051,74.76
190006,34.1232,74.839
192212,33.4793,75.2829
190010,34.0871,74.7893
190004,34.0583,74.8522
192401,33.8987,75.2246
190018,34.0794,74.7717
191201,34.2383,74.8039
191113,33.9338,74.8039
191121,34.0726,74.9559
192221,33.5376,75.1312
192306,33.8183,74.839
190009,34.0677,74.7864
192210,33.6841,75.1662
192211,33.6241,75.2129
190002,34.1018,74.7981
193403,34.0044,74.3353
190021,34.0141,74.7717
191131,34.1766,74.7454
192303,33.6779,74.8507
192121,34.0015,74.9092
190014,34.0482,74.7834
190008,34.0612,74.8215
192304,33.9467,74.9501
190015,34.0362,74.839
191103,34.0617,75.1312
190023,34.1404,74.8244
192126,34.0635,75.5044
191132,34.0429,74.763
190005,34.0256,74.7981
190007,33.9924,74.7717
190025,34.1447,74.88
190012,34.1084,74.722
190024,34.1699,74.8215
182301,33.0318,74.9443
182205,33.3412,75.6906
182145,33.3505,75.3062
185203,33.0884,74.6049
